Epoch,Learning_rate,Training_accuracy,Testing_accuracy,Activation,pool
10,0.011764705882352941,96.9892,59.21,"['elu', 'elu', 'rrelu', 'rrelu', 'leaky_relu']","('max', 'avg')"
10,0.011764705882352941,97.1384,95.49,"['relu', 'rrelu', 'rrelu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.011764705882352941,97.567,98.92,"['relu', 'relu', 'relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011764705882352941,97.5684,98.57,"['relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011764705882352941,97.9328,76.65,"['elu', 'elu', 'elu', 'rrelu', 'celu']","('max', 'max')"
10,0.011764705882352941,97.6782,56.49,"['elu', 'elu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'avg')"
10,0.011764705882352941,97.4304,90.24,"['rrelu', 'rrelu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.011764705882352941,97.863,60.2,"['elu', 'elu', 'celu', 'celu', 'celu']","('max', 'max')"
10,0.011764705882352941,97.276,86.39,"['elu', 'relu', 'relu', 'relu', 'leaky_relu']","('avg', 'avg')"
10,0.011764705882352941,97.2924,90.56,"['relu', 'rrelu', 'rrelu', 'rrelu', 'celu']","('avg', 'avg')"
10,0.011764705882352941,97.7732,98.72,"['relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011764705882352941,97.6214,98.44,"['relu', 'relu', 'rrelu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011764705882352941,97.8316,94.24,"['elu', 'relu', 'celu', 'celu', 'celu']","('max', 'max')"
10,0.011764705882352941,97.1004,32.21,"['elu', 'elu', 'rrelu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.011764705882352941,96.9276,96.5,"['rrelu', 'rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011764705882352941,97.6844,94.02,"['elu', 'relu', 'rrelu', 'rrelu', 'celu']","('max', 'avg')"
10,0.011764705882352941,97.49,73.36,"['elu', 'elu', 'leaky_relu', 'celu', 'celu']","('avg', 'avg')"
10,0.011764705882352941,97.6368,98.67,"['relu', 'relu', 'relu', 'celu', 'celu']","('max', 'avg')"
10,0.011764705882352941,97.5914,67.08,"['elu', 'elu', 'relu', 'celu', 'celu']","('avg', 'avg')"
10,0.011764705882352941,97.7208,95.34,"['relu', 'rrelu', 'celu', 'celu', 'celu']","('max', 'avg')"
10,0.011764705882352941,97.1344,58.92,"['elu', 'elu', 'relu', 'rrelu', 'leaky_relu']","('max', 'avg')"
10,0.011764705882352941,97.7984,96.91,"['rrelu', 'rrelu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011764705882352941,97.3934,36.55,"['elu', 'elu', 'elu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.011764705882352941,97.3664,88.67,"['elu', 'relu', 'rrelu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011764705882352941,97.3826,94.84,"['elu', 'relu', 'relu', 'rrelu', 'leaky_relu']","('max', 'avg')"
10,0.011764705882352941,96.9822,94.96,"['relu', 'rrelu', 'rrelu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.011764705882352941,97.5672,79.93,"['elu', 'rrelu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.011764705882352941,97.6052,70.71,"['elu', 'elu', 'rrelu', 'rrelu', 'celu']","('max', 'max')"
10,0.011764705882352941,96.7864,96.83,"['relu', 'rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011764705882352941,97.9216,60.45,"['elu', 'elu', 'elu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011764705882352941,97.86,98.25,"['relu', 'leaky_relu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.011764705882352941,97.7942,92.31,"['elu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.011764705882352941,97.9678,95.52,"['elu', 'leaky_relu', 'celu', 'celu', 'celu']","('max', 'avg')"
10,0.011764705882352941,97.3872,81.89,"['elu', 'elu', 'elu', 'celu', 'celu']","('max', 'avg')"
10,0.011764705882352941,96.885,48.77,"['elu', 'rrelu', 'rrelu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011764705882352941,97.5836,71.35,"['elu', 'elu', 'elu', 'relu', 'leaky_relu']","('max', 'max')"
10,0.011764705882352941,40.2788,38.36,"['elu', 'relu', 'relu', 'relu', 'relu']","('max', 'avg')"
10,0.011764705882352941,97.5882,98.12,"['relu', 'relu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011764705882352941,97.1906,54.37,"['elu', 'elu', 'rrelu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.011764705882352941,97.939,95.67,"['elu', 'relu', 'relu', 'celu', 'celu']","('avg', 'avg')"
10,0.011764705882352941,97.7154,98.85,"['relu', 'relu', 'rrelu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.011764705882352941,97.363,77.67,"['elu', 'rrelu', 'rrelu', 'rrelu', 'rrelu']","('max', 'avg')"
10,0.011764705882352941,97.4442,82.42,"['elu', 'elu', 'rrelu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011764705882352941,97.438,92.66,"['elu', 'elu', 'relu', 'relu', 'leaky_relu']","('max', 'avg')"
10,0.011764705882352941,97.4924,78.15,"['elu', 'relu', 'relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011764705882352941,97.6616,91.66,"['elu', 'relu', 'relu', 'relu', 'rrelu']","('max', 'max')"
10,0.011111111111111112,97.7164,95.78,"['rrelu', 'leaky_relu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.8364,95.83,"['elu', 'relu', 'relu', 'leaky_relu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.905,42.86,"['elu', 'leaky_relu', 'leaky_relu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,98.1044,72.21,"['elu', 'celu', 'celu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.8846,94.17,"['rrelu', 'rrelu', 'rrelu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.103,94.78,"['relu', 'rrelu', 'rrelu', 'rrelu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,97.1194,87.79,"['relu', 'rrelu', 'rrelu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.5526,95.52,"['rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,98.0014,98.7,"['relu', 'leaky_relu', 'leaky_relu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,90.5006,75.11,"['elu', 'elu', 'elu', 'relu', 'relu']","('avg', 'avg')"
10,0.011111111111111112,96.9676,97.35,"['relu', 'relu', 'rrelu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.7196,94.39,"['elu', 'relu', 'rrelu', 'rrelu', 'rrelu']","('max', 'avg')"
10,0.011111111111111112,97.339,66.99,"['elu', 'rrelu', 'rrelu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.5212,64.94,"['elu', 'elu', 'relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,97.7062,53.78,"['elu', 'elu', 'elu', 'rrelu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.4772,95.5,"['relu', 'rrelu', 'leaky_relu', 'celu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.5014,91.81,"['elu', 'relu', 'rrelu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,98.056,56.58,"['elu', 'elu', 'relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.7346,94.89,"['elu', 'relu', 'relu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.011111111111111112,97.3718,79.11,"['elu', 'elu', 'relu', 'relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,68.6152,63.0,"['elu', 'elu', 'relu', 'relu', 'relu']","('max', 'avg')"
10,0.011111111111111112,97.46,98.88,"['relu', 'relu', 'relu', 'relu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.641,90.81,"['elu', 'relu', 'relu', 'relu', 'celu']","('max', 'avg')"
10,0.011111111111111112,96.9656,82.09,"['elu', 'rrelu', 'rrelu', 'rrelu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.6022,98.79,"['leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.5166,98.47,"['relu', 'relu', 'rrelu', 'rrelu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.1098,90.25,"['rrelu', 'rrelu', 'rrelu', 'rrelu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.365,57.97,"['elu', 'elu', 'elu', 'relu', 'rrelu']","('avg', 'avg')"
10,0.011111111111111112,97.4326,89.28,"['elu', 'relu', 'rrelu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.6912,83.64,"['elu', 'elu', 'relu', 'rrelu', 'rrelu']","('max', 'max')"
10,0.011111111111111112,97.6944,86.62,"['elu', 'relu', 'leaky_relu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.8692,95.04,"['elu', 'relu', 'relu', 'rrelu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.4628,98.28,"['relu', 'rrelu', 'leaky_relu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.0186,98.65,"['relu', 'relu', 'relu', 'relu', 'rrelu']","('max', 'avg')"
10,0.011111111111111112,97.4792,59.78,"['elu', 'elu', 'elu', 'elu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.2278,98.12,"['relu', 'relu', 'rrelu', 'celu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.2584,98.58,"['relu', 'relu', 'relu', 'relu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.639,92.14,"['rrelu', 'rrelu', 'rrelu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,97.3914,98.35,"['relu', 'relu', 'rrelu', 'rrelu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.2042,93.83,"['rrelu', 'rrelu', 'rrelu', 'rrelu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.8834,98.71,"['relu', 'relu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.5846,82.93,"['elu', 'rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,97.8556,82.55,"['elu', 'elu', 'elu', 'elu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.3498,53.7,"['elu', 'elu', 'elu', 'elu', 'rrelu']","('avg', 'avg')"
10,0.011111111111111112,98.0168,98.25,"['relu', 'relu', 'celu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.4072,88.3,"['elu', 'elu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.7244,86.61,"['elu', 'relu', 'rrelu', 'rrelu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.4182,96.94,"['relu', 'celu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.0202,40.6,"['elu', 'elu', 'elu', 'elu', 'relu']","('avg', 'avg')"
10,0.011111111111111112,98.0158,58.68,"['elu', 'rrelu', 'leaky_relu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.6082,98.47,"['relu', 'relu', 'relu', 'rrelu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.5972,89.89,"['elu', 'relu', 'leaky_relu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.7168,98.33,"['leaky_relu', 'leaky_relu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.6932,98.64,"['relu', 'relu', 'relu', 'rrelu', 'rrelu']","('max', 'max')"
10,0.011111111111111112,97.8076,96.76,"['rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.9458,96.28,"['leaky_relu', 'celu', 'celu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.8,83.7,"['elu', 'elu', 'relu', 'relu', 'rrelu']","('max', 'max')"
10,0.011111111111111112,97.3154,90.59,"['rrelu', 'rrelu', 'rrelu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,98.087,97.75,"['rrelu', 'leaky_relu', 'leaky_relu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.3304,95.57,"['relu', 'rrelu', 'rrelu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.9746,98.44,"['leaky_relu', 'leaky_relu', 'leaky_relu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.5208,97.13,"['elu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.8436,98.32,"['relu', 'relu', 'leaky_relu', 'celu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.3182,78.91,"['elu', 'elu', 'elu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.6062,78.51,"['elu', 'rrelu', 'rrelu', 'rrelu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.4568,79.05,"['elu', 'rrelu', 'rrelu', 'celu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.3956,38.76,"['elu', 'elu', 'elu', 'relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.5486,95.42,"['elu', 'relu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,97.3832,98.36,"['relu', 'relu', 'relu', 'rrelu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.462,88.09,"['rrelu', 'celu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.3764,98.69,"['relu', 'relu', 'relu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.3568,66.71,"['elu', 'elu', 'rrelu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.6454,95.68,"['rrelu', 'rrelu', 'leaky_relu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.6666,80.41,"['elu', 'elu', 'relu', 'rrelu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.8944,87.77,"['elu', 'rrelu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011111111111111112,96.9686,54.71,"['elu', 'elu', 'rrelu', 'rrelu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.2446,97.29,"['relu', 'rrelu', 'rrelu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,96.9734,98.76,"['relu', 'relu', 'relu', 'leaky_relu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.4956,98.64,"['relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.8626,84.97,"['elu', 'elu', 'elu', 'rrelu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.8628,91.11,"['elu', 'elu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.6832,95.28,"['rrelu', 'rrelu', 'celu', 'celu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.7462,41.4,"['elu', 'elu', 'celu', 'celu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.2658,97.52,"['elu', 'relu', 'relu', 'relu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,97.4944,95.52,"['relu', 'rrelu', 'rrelu', 'rrelu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.2132,98.76,"['relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.969,98.25,"['relu', 'relu', 'rrelu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.856,95.16,"['elu', 'relu', 'celu', 'celu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.3134,53.69,"['elu', 'elu', 'rrelu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,97.7432,97.39,"['rrelu', 'rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.4308,95.16,"['elu', 'relu', 'rrelu', 'rrelu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,98.0294,84.99,"['elu', 'elu', 'leaky_relu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.4908,98.22,"['relu', 'relu', 'relu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.9622,84.98,"['elu', 'elu', 'relu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.5292,89.5,"['relu', 'rrelu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.581,87.44,"['elu', 'elu', 'relu', 'rrelu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,97.6212,95.14,"['rrelu', 'rrelu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.2038,56.43,"['elu', 'elu', 'elu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.011111111111111112,97.5592,96.0,"['elu', 'relu', 'rrelu', 'leaky_relu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.268,90.91,"['elu', 'relu', 'relu', 'rrelu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.2028,95.09,"['relu', 'rrelu', 'rrelu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.011111111111111112,97.578,76.97,"['elu', 'rrelu', 'celu', 'celu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.0468,42.31,"['elu', 'elu', 'rrelu', 'rrelu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.2376,96.87,"['relu', 'rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,97.6884,64.08,"['elu', 'elu', 'elu', 'leaky_relu', 'celu']","('max', 'avg')"
10,0.011111111111111112,97.4838,97.68,"['relu', 'leaky_relu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.011111111111111112,97.6,96.01,"['elu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.011111111111111112,98.0134,96.05,"['elu', 'leaky_relu', 'celu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.9274,85.4,"['elu', 'elu', 'elu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,96.851,84.23,"['elu', 'rrelu', 'rrelu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.1414,71.07,"['elu', 'elu', 'elu', 'relu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,62.9016,68.87,"['elu', 'relu', 'relu', 'relu', 'relu']","('max', 'max')"
10,0.011111111111111112,97.8514,98.48,"['relu', 'relu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.4252,49.6,"['elu', 'elu', 'rrelu', 'rrelu', 'rrelu']","('max', 'avg')"
10,0.011111111111111112,97.9458,91.33,"['elu', 'relu', 'relu', 'celu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.3948,98.28,"['relu', 'relu', 'rrelu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.011111111111111112,97.1486,37.62,"['elu', 'rrelu', 'rrelu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.011111111111111112,97.76,76.47,"['elu', 'elu', 'rrelu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.011111111111111112,97.2228,56.18,"['elu', 'elu', 'relu', 'relu', 'leaky_relu']","('avg', 'avg')"
10,0.011111111111111112,97.7596,97.37,"['elu', 'relu', 'relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.011111111111111112,97.7646,95.73,"['elu', 'relu', 'relu', 'relu', 'rrelu']","('max', 'max')"
10,0.010526315789473684,97.8796,97.64,"['rrelu', 'leaky_relu', 'celu', 'celu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.6696,94.9,"['elu', 'relu', 'relu', 'leaky_relu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.7188,97.35,"['elu', 'leaky_relu', 'leaky_relu', 'celu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.4376,63.73,"['elu', 'celu', 'celu', 'celu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.9042,94.66,"['rrelu', 'rrelu', 'rrelu', 'celu', 'celu']","('max', 'max')"
10,0.010526315789473684,97.3318,94.89,"['relu', 'rrelu', 'rrelu', 'rrelu', 'leaky_relu']","('max', 'avg')"
10,0.010526315789473684,97.6174,96.12,"['relu', 'rrelu', 'rrelu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.010526315789473684,97.627,97.4,"['rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,97.722,98.45,"['relu', 'leaky_relu', 'leaky_relu', 'celu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,56.8886,60.07,"['elu', 'elu', 'elu', 'relu', 'relu']","('max', 'max')"
10,0.010526315789473684,97.377,98.24,"['relu', 'relu', 'rrelu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.010526315789473684,97.6576,91.36,"['elu', 'relu', 'rrelu', 'rrelu', 'rrelu']","('max', 'avg')"
10,0.010526315789473684,97.4274,54.67,"['elu', 'rrelu', 'rrelu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,97.3632,53.82,"['elu', 'elu', 'relu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.010526315789473684,97.2658,43.4,"['elu', 'elu', 'elu', 'rrelu', 'leaky_relu']","('avg', 'avg')"
10,0.010526315789473684,97.6266,97.09,"['relu', 'rrelu', 'leaky_relu', 'celu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.9708,94.51,"['elu', 'relu', 'rrelu', 'celu', 'celu']","('max', 'max')"
10,0.010526315789473684,97.8588,96.22,"['elu', 'elu', 'relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.010526315789473684,97.59,91.69,"['elu', 'relu', 'relu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.010526315789473684,97.8024,79.84,"['elu', 'elu', 'relu', 'relu', 'celu']","('max', 'avg')"
10,0.010526315789473684,59.9984,57.88,"['elu', 'elu', 'relu', 'relu', 'relu']","('avg', 'avg')"
10,0.010526315789473684,97.0332,98.78,"['relu', 'relu', 'relu', 'relu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,97.459,94.24,"['elu', 'relu', 'relu', 'relu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.1876,43.5,"['elu', 'rrelu', 'rrelu', 'rrelu', 'leaky_relu']","('avg', 'avg')"
10,0.010526315789473684,97.7068,98.5,"['leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.010526315789473684,97.381,98.52,"['relu', 'relu', 'rrelu', 'rrelu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.2448,71.73,"['rrelu', 'rrelu', 'rrelu', 'rrelu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,97.4908,89.29,"['elu', 'elu', 'elu', 'relu', 'rrelu']","('max', 'max')"
10,0.010526315789473684,97.3842,89.03,"['elu', 'relu', 'rrelu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.010526315789473684,97.9914,93.29,"['elu', 'elu', 'relu', 'rrelu', 'rrelu']","('max', 'max')"
10,0.010526315789473684,97.8116,97.37,"['elu', 'relu', 'leaky_relu', 'celu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,97.8,96.55,"['elu', 'relu', 'relu', 'rrelu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,97.3834,96.24,"['relu', 'rrelu', 'leaky_relu', 'leaky_relu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,97.5258,98.43,"['relu', 'relu', 'relu', 'relu', 'rrelu']","('max', 'avg')"
10,0.010526315789473684,97.9832,81.42,"['elu', 'elu', 'elu', 'elu', 'celu']","('max', 'max')"
10,0.010526315789473684,97.563,97.58,"['relu', 'relu', 'rrelu', 'celu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.3098,98.6,"['relu', 'relu', 'relu', 'relu', 'leaky_relu']","('avg', 'avg')"
10,0.010526315789473684,97.3582,95.63,"['rrelu', 'rrelu', 'rrelu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.010526315789473684,97.294,97.87,"['relu', 'relu', 'rrelu', 'rrelu', 'leaky_relu']","('max', 'max')"
10,0.010526315789473684,97.281,90.49,"['rrelu', 'rrelu', 'rrelu', 'rrelu', 'leaky_relu']","('avg', 'avg')"
10,0.010526315789473684,97.32,98.87,"['relu', 'relu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.010526315789473684,97.5094,61.03,"['elu', 'rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('avg', 'avg')"
10,0.010526315789473684,97.8676,58.01,"['elu', 'elu', 'elu', 'elu', 'leaky_relu']","('max', 'max')"
10,0.010526315789473684,97.3602,79.3,"['elu', 'elu', 'elu', 'elu', 'rrelu']","('avg', 'avg')"
10,0.010526315789473684,97.5958,97.16,"['relu', 'relu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,97.7204,93.65,"['elu', 'elu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'max')"
10,0.010526315789473684,97.2274,94.14,"['elu', 'relu', 'rrelu', 'rrelu', 'leaky_relu']","('max', 'max')"
10,0.010526315789473684,97.5774,93.98,"['relu', 'celu', 'celu', 'celu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.72,90.14,"['elu', 'elu', 'elu', 'elu', 'relu']","('max', 'max')"
10,0.010526315789473684,97.9416,86.78,"['elu', 'rrelu', 'leaky_relu', 'celu', 'celu']","('max', 'max')"
10,0.010526315789473684,97.758,98.89,"['relu', 'relu', 'relu', 'rrelu', 'celu']","('max', 'avg')"
10,0.010526315789473684,97.647,92.22,"['elu', 'relu', 'leaky_relu', 'leaky_relu', 'celu']","('max', 'max')"
10,0.010526315789473684,98.0618,97.52,"['leaky_relu', 'leaky_relu', 'celu', 'celu', 'celu']","('max', 'max')"
10,0.010526315789473684,97.5264,98.77,"['relu', 'relu', 'relu', 'rrelu', 'rrelu']","('avg', 'avg')"
10,0.010526315789473684,97.5934,97.37,"['rrelu', 'leaky_relu', 'leaky_relu', 'leaky_relu', 'leaky_relu']","('max', 'avg')"
10,0.010526315789473684,97.6242,74.71,"['leaky_relu', 'celu', 'celu', 'celu', 'celu']","('avg', 'avg')"
10,0.010526315789473684,97.4192,84.58,"['elu', 'elu', 'relu', 'relu', 'rrelu']","('avg', 'avg')"
10,0.010526315789473684,97.5446,96.71,"['rrelu', 'rrelu', 'rrelu', 'leaky_relu', 'celu']","('max', 'max')"
